,contractor_id,plan_name,primary_trade,ladder_use,scaffolds,confined_space,aerial_lift,cpr_training,excavation,fall_protection,investigation_prgm,fatality_2017,fatality_2018,restricted_day_17,restricted_day_18,lost_days_17,lost_days_18,recordable_17,recordable_18,work_hours_17,work_hours_18,emr_17,emr_18,flame_spark_activity,hoisting_rigging_eq,live_electrical_component,electrical_component,safety_health_program,safety_manager,emp_involvement_plan,emp_performance_evalution,osha_citation,fatality_2019,restricted_day_19,lost_days_19,recordable_19,dart_17,dart_18,dart_19,days_away_cases_17,days_away_cases_18,days_away_cases_19,fatal_19_mis,lost_days_19_mis,restricted_mis,recordable_mis,fatal_18_mis,fatal_17_mis
4410,4411,$500K or less,,yes,no,no,no,no,na,yes,yes,,,,,,,,,,,,,yes,no,no,no,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4411,4412,> $500k to $1M,,yes,yes,no,yes,na,no,yes,yes,,,,,,,,,,,,,yes,no,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4412,4413,> $1M,,no,no,no,no,yes,no,no,yes,,,,,,,,,,,,,no,no,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4413,4414,> $1M,,yes,yes,yes,yes,na,na,yes,no,,,,,,,,,,,,,no,no,yes,yes,yes,no,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
4414,4415,> $1M,Division 1 - General Requirements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,0,0,0,0,0,0
4415,4416,> $1M,,yes,na,na,na,na,na,yes,yes,,,,,,,,,,,,,na,na,na,na,yes,no,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
4416,4417,> $500k to $1M,Maintenance of Masonry,yes,yes,no,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11507.0,16180.0,0.97,0.92,no,yes,no,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4417,4418,> $1M,,yes,yes,na,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33028.0,30497.0,0.79354,on,na,na,na,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4418,4419,> $1M,General Contractor,yes,na,yes,yes,yes,yes,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,283034.0,,0.99,,yes,yes,yes,yes,yes,no,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
4419,4420,$500K or less,,yes,yes,no,yes,no,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4420,4421,> $1M,Tiling,yes,na,na,na,na,na,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58456.0,57556.0,1.04,1.03,na,yes,yes,yes,yes,no,no,yes,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
4421,4422,> $1M,,yes,yes,yes,yes,na,yes,yes,yes,,,,,,,,,,,,,yes,yes,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4422,4423,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4423,4424,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133744.0,110301.0,0.79,1.29,na,yes,na,yes,yes,no,yes,yes,no,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4424,4425,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
4425,4426,> $1M,Environmental Assessment,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61748.0,65259.0,0.86,0.86,na,na,na,yes,yes,yes,yes,yes,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
4426,4427,$500K or less,,yes,yes,no,no,yes,no,yes,yes,,,,,,,,,,,,,no,no,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4427,4428,> $1M,Decorative Metals,na,na,na,na,na,na,yes,yes,0.0,0.0,20.0,20.0,77.0,0.0,2.0,0.0,68500.0,76490.0,0.85,0.92,na,na,na,na,yes,yes,yes,yes,no,0.0,7.0,32.0,1.0,2.0,0.0,1.0,,,,1,1,1,1,1,1
4428,4429,> $1M,,no,na,na,na,yes,na,no,yes,,,,,,,,,,,,,no,na,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4429,4430,> $1M,,yes,yes,yes,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234404.0,239658.0,0.63,0.63,na,yes,na,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4430,4431,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
4431,4432,> $1M,Division 13 - Special Construction,yes,yes,yes,yes,na,yes,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,20000.0,,1.05,,yes,yes,no,yes,no,no,yes,no,no,,,,,0.0,,,,,,0,0,0,0,0,1
4432,4433,> $1M,,no,no,no,no,na,no,yes,yes,,,,,,,,,,,,,no,no,no,no,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4433,4434,> $1M,Division 32 - Exterior Improvements,yes,yes,no,yes,no,no,no,no,,,,,,,,,,,,,no,no,na,yes,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4434,4435,> $1M,,yes,na,yes,na,yes,yes,yes,yes,0.0,0.0,0.0,0.0,6.0,33.0,8.0,7.0,263826.0,244580.0,1.15,1.01,yes,na,na,na,yes,yes,yes,yes,no,,,,,3.0,1.0,,,,,0,0,0,0,1,1
4435,4436,> $1M,,yes,yes,yes,yes,no,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4436,4437,> $1M,,yes,yes,no,yes,na,yes,yes,yes,,,,,,,,,,,,,na,no,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4437,4438,> $1M,,yes,no,yes,no,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95589.0,85337.0,0.71,0.7,no,no,no,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4438,4439,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,no,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4439,4440,> $1M,Special Foundations and Load-Bearing Elements,yes,na,yes,yes,yes,yes,yes,yes,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,137891.0,133887.0,0.62,0.68,yes,yes,na,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4440,4441,> $1M,,yes,yes,na,yes,na,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16450.0,17240.0,0.95,0.95,na,na,na,na,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4441,4442,> $1M,,yes,yes,no,yes,yes,no,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4442,4443,> $1M,Thermal Insulation,yes,yes,yes,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,108000.0,127000.0,0.91,0.91,na,na,na,yes,yes,no,yes,yes,no,,,,,0.0,1.0,,,,,0,0,0,0,1,1
4443,4444,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,153.0,153.0,270.0,29.0,7.0,5.0,537303.0,598703.0,0.59,0.59,yes,yes,yes,yes,yes,yes,yes,yes,no,0.0,71.0,67.0,4.0,3.0,2.0,3.0,,,,1,1,1,1,1,1
4444,4445,$500K or less,,yes,yes,yes,no,na,yes,yes,no,,,,,,,,,,,,,yes,yes,no,yes,yes,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4445,4446,> $1M,,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,,,,no,yes,na,yes,yes,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4446,4447,> $1M,,yes,no,no,no,no,no,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,no,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
4447,4448,> $1M,,yes,no,no,yes,yes,yes,yes,yes,0.0,0.0,120.0,120.0,0.0,156.0,1.0,3.0,107377.0,118666.0,0.68,0.68,yes,yes,na,yes,yes,no,yes,yes,no,0.0,94.0,0.0,3.0,1.0,2.0,1.0,,,,1,1,1,1,1,1
4448,4449,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4449,4450,> $1M,,yes,yes,no,yes,yes,no,no,no,,,,,,,,,,,,,yes,yes,no,yes,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4450,4451,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,23.0,0.0,5.0,13.0,3863249.0,4877889.0,0.63,0.61,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,1.0,3.0,,,,,0,0,0,0,1,1
4451,4452,> $1M,General Contractor,yes,na,no,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4452,4453,> $1M,Other Specialties,yes,yes,yes,yes,na,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,155975.0,160934.0,0.9,0.72,na,na,yes,yes,yes,no,yes,yes,no,0.0,73.0,3.0,2.0,0.0,0.0,2.0,,,,1,1,1,1,1,1
4453,4454,> $500k to $1M,Division 26 - Electrical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4454,4455,> $1M,"Division 23 - Heating, Ventilating, and Air Conditioning (HVAC)",yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4455,4456,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4456,4457,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,0,0,0,0,0,0
4457,4458,> $1M,General Contractor - Industrial,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,42.0,42.0,120.0,120.0,8.0,11.0,5952646.0,6282815.0,0.68,0.72,yes,yes,yes,yes,yes,yes,yes,yes,no,0.0,90.0,360.0,11.0,3.0,3.0,3.0,,,,1,1,1,1,1,1
4458,4459,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,,180.0,180.0,10.0,,6.0,,1143465.0,,0.61,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,4.0,,,,,,0,0,0,0,0,1
4459,4460,> $1M,General Contractor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4460,4461,> $1M,,yes,yes,no,yes,yes,no,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,45829.0,,0.95,,no,no,yes,yes,yes,no,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
4461,4462,> $1M,Division 1 - General Requirements,yes,na,na,na,na,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58800.0,62160.0,0.81,0.8,yes,na,na,na,yes,no,no,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4462,4463,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,196.0,295.0,2.0,5.0,257374.0,307306.0,1.0,1.0,na,na,yes,yes,yes,yes,yes,yes,no,0.0,0.0,386.0,3.0,2.0,5.0,3.0,,,,1,1,1,1,1,1
4463,4464,> $1M,,yes,yes,no,yes,yes,na,yes,yes,,,,,,,,,,,,,yes,no,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4464,4465,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4465,4466,> $1M,Painting and Coating,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86124.0,129634.0,0.75,0.73,no,yes,yes,yes,yes,yes,yes,no,no,,,,,0.0,0.0,,,,,0,0,0,0,1,1
4466,4467,$500K or less,,yes,yes,na,yes,yes,yes,yes,no,,,,,,,,,,,,,na,yes,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4467,4468,$500K or less,,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,,,,no,no,na,yes,yes,no,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
4468,4469,> $1M,,yes,no,no,no,yes,na,yes,yes,,,,,,,,,,,,,no,no,no,no,yes,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4469,4470,> $1M,,yes,yes,no,yes,yes,yes,yes,no,,,,,,,,,,,,,yes,yes,no,yes,no,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4470,4471,> $1M,General Contractor,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
4471,4472,> $1M,,yes,yes,no,yes,yes,no,yes,yes,,,,,,,,,,,,,yes,yes,na,na,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4472,4473,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,0,0,0,0,0,0
4473,4474,> $1M,,yes,yes,no,yes,yes,no,yes,yes,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,54868.0,54080.0,0.82,0.8,no,yes,na,na,yes,no,yes,yes,no,,,,,1.0,0.0,,,,,0,0,0,0,1,1
4474,4475,> $1M,Division 9 - Finishes,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87673.0,9644.0,0.863,0.85,na,yes,na,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4475,4476,> $1M,,yes,yes,no,yes,yes,no,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14176.0,2764.0,0.86,0.81,no,no,no,yes,yes,no,no,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4476,4477,> $1M,,yes,yes,no,yes,na,no,yes,yes,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,25577.5,56176.0,0.77,0.77,no,yes,na,yes,yes,no,yes,yes,no,,,,,0.0,1.0,,,,,0,0,0,0,1,1
4477,4478,> $1M,,yes,na,na,na,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91515.0,82547.0,0.87,0.79,yes,yes,na,na,yes,yes,yes,yes,no,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4478,4479,> $1M,,yes,yes,na,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,141020.0,167981.0,0.96,0.85,yes,yes,na,na,yes,yes,yes,no,no,0.0,0.0,3.0,3.0,0.0,1.0,3.0,,,,1,1,1,1,1,1
4479,4480,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93300.0,85932.0,0.9,0.82,yes,yes,no,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4480,4481,$500K or less,,yes,no,no,yes,no,no,yes,yes,,,,,,,,,,,,,no,no,no,yes,no,no,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
4481,4482,> $1M,General Contractor,yes,no,yes,yes,yes,yes,yes,yes,0.0,0.0,60.0,60.0,0.0,0.0,1.0,1.0,205696.5,246234.0,0.83,0.83,yes,yes,na,yes,yes,yes,yes,no,yes,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,1,1,1,1,1,1
4482,4483,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4483,4484,$500K or less,,yes,no,no,no,na,no,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160.0,8320.0,on,on,no,no,no,no,no,no,no,no,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4484,4485,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4485,4486,> $1M,,yes,yes,yes,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,369608.0,354824.0,0.68,0.71,yes,yes,na,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4486,4487,> $500k to $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4487,4488,> $1M,Division 4 - Masonry,yes,yes,yes,yes,na,yes,yes,yes,0.0,0.0,0.0,0.0,176.0,18.0,6.0,7.0,104179.0,97740.0,1.02,1.05,yes,yes,na,yes,yes,no,yes,no,yes,0.0,0.0,94.0,4.0,6.0,7.0,4.0,,,,1,1,1,1,1,1
4488,4489,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4489,4490,> $1M,Division 13 - Special Construction,yes,yes,yes,yes,yes,no,yes,yes,,,,,,,,,,,,,no,yes,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4490,4491,> $1M,,yes,no,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,no,no,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4491,4492,> $1M,,yes,yes,yes,yes,yes,na,yes,yes,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,174272.0,85801.0,1.0,0.84,yes,yes,yes,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4492,4493,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
4493,4494,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4494,4495,$500K or less,Environmental Assessment,yes,yes,no,yes,no,yes,yes,yes,0.0,,0.0,0.0,0.0,,1.0,,on,,on,,no,no,na,,yes,no,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
4495,4496,$500K or less,,yes,yes,na,yes,yes,na,yes,yes,,,,,,,,,,,,,no,yes,na,yes,yes,no,no,yes,no,,,,,,,,,,,0,0,0,0,0,0
4496,4497,> $1M,"Division 23 - Heating, Ventilating, and Air Conditioning (HVAC)",yes,yes,yes,yes,yes,yes,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,158395.0,,0.95,,yes,yes,yes,yes,yes,yes,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
4497,4498,> $1M,,yes,yes,yes,yes,yes,no,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,73774.0,,0.86,,yes,yes,no,yes,yes,yes,yes,yes,no,,,,,0.0,,,,,,0,0,0,0,0,1
4498,4499,> $1M,Structural Steel for Buildings,yes,yes,no,yes,yes,na,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
4499,4500,> $1M,Concrete Cutting and Boring,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65172.0,63739.0,0.81,0.81,yes,yes,yes,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4500,4501,> $1M,,yes,na,na,na,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261000.0,223680.0,0.77,0.73,na,na,yes,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4501,4502,> $1M,,yes,na,no,yes,yes,na,no,yes,0.0,0.0,on,on,0.0,0.0,on,on,28560.0,35640.0,on,on,na,na,na,na,yes,no,yes,no,,0.0,on,0.0,on,,,,0.0,0.0,0.0,1,1,1,1,1,1
4502,4503,> $1M,,yes,yes,no,yes,na,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,62582.0,53398.0,0.79,0.79,na,yes,na,yes,yes,yes,yes,yes,no,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1,1,1,1,1,1
4503,4504,> $1M,,yes,no,no,no,yes,no,yes,yes,,,,,,,,,,,,,no,no,no,no,yes,yes,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
4504,4505,$500K or less,,yes,yes,no,no,yes,no,yes,no,,,,,,,,,,,,,no,no,no,yes,yes,yes,yes,no,no,,,,,,,,,,,0,0,0,0,0,0
4505,4506,> $1M,,yes,no,no,yes,yes,no,yes,yes,,,,,,,,,,,,,no,no,yes,yes,yes,no,no,no,no,,,,,,,,,,,0,0,0,0,0,0
4506,4507,> $1M,Division 9 - Finishes,na,na,na,na,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,135592.0,80678.0,0.909,0.89,na,na,na,yes,yes,no,no,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4507,4508,> $500k to $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4508,4509,> $1M,,yes,na,na,no,yes,na,yes,yes,0.0,0.0,0.0,0.0,142.0,0.0,1.0,1.0,257740.0,246542.0,0.69,0.71,na,na,na,yes,yes,no,yes,yes,no,,,,,1.0,0.0,,,,,0,0,0,0,1,1
4509,4510,> $1M,General Contractor - Heavy/Highway,yes,no,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,423341.0,519334.0,0.84,0.81,yes,yes,na,yes,yes,yes,yes,no,no,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1,1,1,1,1,1
4510,4511,> $1M,"Division 23 - Heating, Ventilating, and Air Conditioning (HVAC)",yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,no,yes,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4511,4512,> $1M,Civil Engineering & Surveying,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4512,4513,> $1M,,yes,yes,yes,yes,yes,no,yes,yes,,,,,,,,,,,,,yes,yes,na,yes,yes,yes,yes,no,,,,,,,,,,,,0,0,0,0,0,0
4513,4514,> $1M,General Contractor,yes,no,yes,yes,na,no,yes,yes,,,,,,,,,,,,,no,no,no,no,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4514,4515,> $1M,Concrete Reinforcing,yes,yes,no,yes,na,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,230247.5,317068.0,0.75,0.89,yes,yes,yes,yes,yes,yes,no,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4515,4516,> $1M,,yes,na,na,yes,yes,na,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32567.0,36152.0,0.8,0.79,na,na,na,yes,yes,yes,no,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4516,4517,> $1M,Siding,yes,yes,na,yes,yes,no,yes,yes,,,,,,,,,,,,,yes,yes,na,yes,yes,no,yes,yes,yes,,,,,,,,,,,0,0,0,0,0,0
4517,4518,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,0,0,0,0,0,0
4518,4519,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74195.0,67243.0,0.74,0.78,yes,yes,na,yes,yes,no,yes,yes,no,0.0,0.0,10.0,1.0,0.0,0.0,1.0,,,,1,1,1,1,1,1
4519,4520,$500K or less,,yes,yes,yes,yes,no,yes,yes,yes,,,,,,,,,,,,,yes,yes,yes,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4520,4521,> $1M,,yes,yes,na,yes,yes,na,yes,yes,0.0,,5.0,5.0,61.0,,3.0,,147819.0,,0.97,,na,na,na,yes,yes,no,no,yes,yes,,,,,3.0,,,,,,0,0,0,0,0,1
4521,4522,> $1M,,yes,na,na,na,na,na,yes,yes,,,,,,,,,,,,,na,na,na,na,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4522,4523,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,yes,yes,na,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4523,4524,> $1M,,yes,no,no,yes,yes,no,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,37087.0,37039.0,0.85,0.83,yes,yes,na,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,1,1,1,1,1,1
4524,4525,> $1M,,yes,no,na,yes,yes,na,yes,yes,,,,,,,,,,,,,na,na,na,na,yes,yes,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4525,4526,$500K or less,Environmental Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,0,0,0,0,0,0
4526,4527,> $1M,,yes,yes,no,yes,yes,yes,yes,yes,,,,,,,,,,,,,no,no,no,yes,yes,no,yes,yes,no,,,,,,,,,,,0,0,0,0,0,0
4527,4528,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
4528,4529,> $1M,,yes,yes,yes,yes,yes,yes,yes,yes,0.0,,0.0,0.0,0.0,,0.0,,72083.0,,0.83,,no,yes,yes,yes,yes,no,no,yes,yes,,,,,0.0,,,,,,0,0,0,0,0,1
4529,4530,> $500k to $1M,Terrazzo Flooring,yes,na,na,na,yes,no,yes,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5725.0,6168.0,0.88,0.91,na,na,na,yes,yes,no,yes,yes,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1,1,1,1,1,1
4530,4531,> $1M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0
